1123307	{"width": 800, "height": 454, "boxes": [{"bbox": [225.82757568359375, 9.820732116699219, 686.5294189453125, 452.7299499511719], "phrase": "young girl"}]}
1162128	{"width": 480, "height": 480, "boxes": [{"bbox": [147.15614318847656, 39.2169075012207, 279.013671875, 138.10824584960938], "phrase": "monitor"}, {"bbox": [0.2199554443359375, 0.35556793212890625, 479.0, 479.0], "phrase": "room"}]}
1195517	{"width": 479, "height": 600, "boxes": [{"bbox": [84.0338134765625, 72.18867492675781, 103.1195068359375, 89.35347747802734], "phrase": "badge"}, {"bbox": [230.88961791992188, 251.36021423339844, 251.1945343017578, 278.6536865234375], "phrase": "badge"}, {"bbox": [373.15350341796875, 259.9967956542969, 407.8392639160156, 305.57501220703125], "phrase": "badge"}, {"bbox": [340.6844177246094, 76.56461334228516, 366.8708801269531, 104.21843719482422], "phrase": "badge"}, {"bbox": [1.569998860359192, 0.1712322235107422, 477.23492431640625, 126.60275268554688], "phrase": "building"}]}
1254914	{"width": 720, "height": 496, "boxes": [{"bbox": [88.04241943359375, 166.82798767089844, 233.4577178955078, 258.4991149902344], "phrase": "beard"}, {"bbox": [0.0, 1.8394513130187988, 719.0, 494.58441162109375], "phrase": "building"}, {"bbox": [0.0, 11.875908851623535, 436.5840759277344, 494.9930114746094], "phrase": "man"}, {"bbox": [422.6896667480469, 95.69284057617188, 703.2282104492188, 495.0], "phrase": "man"}]}
1305447	{"width": 1000, "height": 1000, "boxes": [{"bbox": [281.7896423339844, 471.1237487792969, 454.9034423828125, 659.8167114257812], "phrase": "chair"}, {"bbox": [77.06929016113281, 364.0863952636719, 203.6813201904297, 524.7145385742188], "phrase": "chair"}, {"bbox": [0.0, 643.3759155273438, 172.5452117919922, 936.012939453125], "phrase": "chair"}, {"bbox": [576.3268432617188, 580.509765625, 697.4091796875, 655.756103515625], "phrase": "chair"}, {"bbox": [510.9437255859375, 471.2032470703125, 666.1383666992188, 652.7694702148438], "phrase": "chair"}, {"bbox": [611.734375, 905.3543701171875, 828.068359375, 999.0], "phrase": "chair"}, {"bbox": [828.6444091796875, 837.6292114257812, 999.0, 999.0], "phrase": "chair"}, {"bbox": [0.0, 365.0953674316406, 90.17032623291016, 518.4249267578125], "phrase": "chair"}, {"bbox": [894.699951171875, 482.09149169921875, 999.0, 723.4039916992188], "phrase": "chair"}, {"bbox": [505.4669494628906, 410.4985046386719, 650.2647705078125, 593.3909301757812], "phrase": "chair"}, {"bbox": [219.83770751953125, 342.04803466796875, 339.650390625, 499.18377685546875], "phrase": "chair"}, {"bbox": [312.16888427734375, 770.4808959960938, 532.8283081054688, 999.0], "phrase": "chair"}, {"bbox": [185.40330505371094, 294.853759765625, 289.9795837402344, 435.98211669921875], "phrase": "chair"}, {"bbox": [91.77511596679688, 532.2482299804688, 207.4909210205078, 759.1166381835938], "phrase": "chair"}, {"bbox": [342.0302429199219, 403.78594970703125, 473.8749084472656, 597.9989624023438], "phrase": "chair"}, {"bbox": [303.34930419921875, 638.5992431640625, 445.2887878417969, 923.0795288085938], "phrase": "chair"}, {"bbox": [0.0, 503.0648193359375, 25.873523712158203, 568.082275390625], "phrase": "chair"}, {"bbox": [942.144775390625, 573.501220703125, 999.0, 838.682861328125], "phrase": "chair"}, {"bbox": [89.7579116821289, 287.49078369140625, 157.8731231689453, 332.2790832519531], "phrase": "chair"}, {"bbox": [763.0975952148438, 383.6560974121094, 886.0923461914062, 509.26776123046875], "phrase": "chair"}, {"bbox": [888.1849975585938, 396.9286193847656, 999.0, 519.6013793945312], "phrase": "chair"}, {"bbox": [843.1414794921875, 624.0802612304688, 965.1990356445312, 892.927734375], "phrase": "chair"}, {"bbox": [0.0, 354.9764404296875, 17.18101692199707, 504.2404479980469], "phrase": "chair"}, {"bbox": [809.7589721679688, 345.87939453125, 919.1572265625, 374.9013977050781], "phrase": "chair"}, {"bbox": [0.018328428268432617, 311.01971435546875, 77.18672180175781, 469.0817565917969], "phrase": "chair"}, {"bbox": [254.8061981201172, 313.5438537597656, 355.15155029296875, 454.36065673828125], "phrase": "chair"}, {"bbox": [0.2766847610473633, 0.4359781742095947, 999.0, 999.0], "phrase": "room"}, {"bbox": [0.4951357841491699, 317.6943359375, 325.843994140625, 521.369873046875], "phrase": "table"}, {"bbox": [348.06011962890625, 650.8023071289062, 977.0350341796875, 999.0], "phrase": "table"}, {"bbox": [310.5415954589844, 429.296875, 647.1502685546875, 663.5313110351562], "phrase": "table"}, {"bbox": [822.4268188476562, 363.8475341796875, 994.2655639648438, 495.4712829589844], "phrase": "table"}, {"bbox": [0.0, 562.6470947265625, 114.62601470947266, 741.98486328125], "phrase": "table"}, {"bbox": [972.437744140625, 551.9885864257812, 999.0, 823.1685180664062], "phrase": "table"}, {"bbox": [0.0, 646.0053100585938, 112.39713287353516, 812.1741333007812], "phrase": "table"}, {"bbox": [728.09228515625, 359.1893310546875, 829.8926391601562, 471.2708740234375], "phrase": "table"}, {"bbox": [913.5269165039062, 76.68049621582031, 999.0, 255.5482940673828], "phrase": "whiteboard"}]}
1533604	{"width": 400, "height": 600, "boxes": [{"bbox": [101.27616119384766, 65.45144653320312, 399.0, 599.0], "phrase": "bride"}, {"bbox": [0.29749274253845215, 403.7928771972656, 120.34674072265625, 599.0], "phrase": "bush"}, {"bbox": [189.5609893798828, 74.62702178955078, 249.30166625976562, 120.19093322753906], "phrase": "tiara"}]}
1574733	{"width": 550, "height": 550, "boxes": [{"bbox": [374.28424072265625, 210.49771118164062, 443.9579772949219, 279.4833679199219], "phrase": "lens cap"}, {"bbox": [146.6100616455078, 163.04466247558594, 212.88113403320312, 229.57012939453125], "phrase": "lens cap"}, {"bbox": [284.85113525390625, 292.1572265625, 365.7688903808594, 329.1566162109375], "phrase": "lens cap"}]}
1620126	{"width": 735, "height": 1100, "boxes": [{"bbox": [245.87088012695312, 528.6729736328125, 334.4972839355469, 585.2381591796875], "phrase": "glasses"}, {"bbox": [605.991455078125, 694.1936645507812, 679.4954223632812, 734.5435180664062], "phrase": "glasses"}, {"bbox": [41.70951461791992, 301.6912536621094, 85.35633087158203, 346.77252197265625], "phrase": "spotlight"}, {"bbox": [687.1166381835938, 560.5347900390625, 734.0, 607.6964721679688], "phrase": "spotlight"}, {"bbox": [564.94677734375, 247.8783721923828, 600.065185546875, 281.96441650390625], "phrase": "spotlight"}, {"bbox": [224.123046875, 605.8296508789062, 616.154541015625, 709.6415405273438], "phrase": "violin"}, {"bbox": [0.5674551129341125, 657.0301513671875, 62.147769927978516, 721.6036376953125], "phrase": "violin"}, {"bbox": [530.2720336914062, 774.1593627929688, 671.8320922851562, 820.7302856445312], "phrase": "violin"}]}
1689399	{"width": 480, "height": 536, "boxes": [{"bbox": [118.62432098388672, 132.80613708496094, 366.4471435546875, 382.7691345214844], "phrase": "face"}, {"bbox": [190.88107299804688, 203.27450561523438, 328.195068359375, 270.06719970703125], "phrase": "minute"}]}
1730064	{"width": 1400, "height": 933, "boxes": [{"bbox": [586.5121459960938, 333.1277770996094, 671.8912353515625, 371.554931640625], "phrase": "eye"}, {"bbox": [726.1434326171875, 332.3374328613281, 808.6226196289062, 374.235107421875], "phrase": "eye"}]}
2115413	{"width": 620, "height": 402, "boxes": [{"bbox": [262.4123840332031, 111.75405883789062, 348.3142395019531, 188.38648986816406], "phrase": "beard"}, {"bbox": [0.10284543037414551, 1.3018887042999268, 619.0, 256.5851745605469], "phrase": "building"}]}
2158674	{"width": 1280, "height": 720, "boxes": [{"bbox": [430.1663513183594, 229.4764404296875, 691.1392211914062, 596.8261108398438], "phrase": "child"}, {"bbox": [798.7774047851562, 189.19894409179688, 931.5072021484375, 365.0169372558594], "phrase": "child"}, {"bbox": [917.6551513671875, 238.1400146484375, 1086.2340087890625, 537.5975952148438], "phrase": "child"}, {"bbox": [768.7064208984375, 0.9908723831176758, 919.5014038085938, 244.33404541015625], "phrase": "child"}, {"bbox": [160.35775756835938, 206.73788452148438, 564.1466674804688, 565.4341430664062], "phrase": "child"}, {"bbox": [567.169921875, 69.2309341430664, 681.0486450195312, 215.6468963623047], "phrase": "child"}, {"bbox": [904.7901000976562, 138.13084411621094, 999.4259033203125, 260.4818115234375], "phrase": "child"}, {"bbox": [987.5015869140625, 0.7199907302856445, 1104.171875, 119.01327514648438], "phrase": "child"}, {"bbox": [700.1044311523438, 1.3245177268981934, 826.970458984375, 225.30735778808594], "phrase": "child"}, {"bbox": [388.7274169921875, 62.162017822265625, 490.12457275390625, 167.3284912109375], "phrase": "child"}, {"bbox": [1009.7667236328125, 148.2659454345703, 1170.4359130859375, 388.4742431640625], "phrase": "child"}, {"bbox": [187.74322509765625, 68.17487335205078, 380.46697998046875, 238.30352783203125], "phrase": "child"}, {"bbox": [1079.567626953125, 1.0135424137115479, 1279.0, 263.56951904296875], "phrase": "child"}, {"bbox": [375.55352783203125, 156.26336669921875, 475.2938232421875, 248.51577758789062], "phrase": "child"}, {"bbox": [476.8074035644531, 79.78297424316406, 596.6452026367188, 200.25799560546875], "phrase": "child"}, {"bbox": [170.19091796875, 73.0189208984375, 195.123779296875, 129.35513305664062], "phrase": "child"}, {"bbox": [339.28057861328125, 4.751227378845215, 376.9524841308594, 56.87960433959961], "phrase": "child"}, {"bbox": [348.14935302734375, 294.9774169921875, 386.32177734375, 327.0225524902344], "phrase": "desk"}, {"bbox": [420.6234436035156, 159.96522521972656, 502.85906982421875, 226.4709014892578], "phrase": "desk"}, {"bbox": [407.9881286621094, 89.8979263305664, 525.051025390625, 114.85830688476562], "phrase": "desk"}, {"bbox": [80.8213119506836, 264.58660888671875, 240.93441772460938, 364.1654968261719], "phrase": "laptop"}, {"bbox": [348.562744140625, 400.76318359375, 552.2859497070312, 541.3002319335938], "phrase": "laptop"}, {"bbox": [508.86785888671875, 140.93191528320312, 612.6773681640625, 210.03457641601562], "phrase": "laptop"}, {"bbox": [136.00831604003906, 151.02969360351562, 259.04345703125, 219.4134063720703], "phrase": "laptop"}, {"bbox": [341.2742614746094, 105.36194610595703, 422.39935302734375, 160.8917999267578], "phrase": "laptop"}, {"bbox": [737.3052368164062, 270.2040100097656, 853.5360107421875, 348.73370361328125], "phrase": "laptop"}, {"bbox": [649.7138671875, 171.7351531982422, 752.0203857421875, 227.95726013183594], "phrase": "laptop"}, {"bbox": [258.1151123046875, 185.197998046875, 366.8341369628906, 276.690673828125], "phrase": "laptop"}, {"bbox": [802.96240234375, 329.3195495605469, 1011.255859375, 464.70709228515625], "phrase": "laptop"}, {"bbox": [459.48883056640625, 242.9054412841797, 544.6298217773438, 312.9914855957031], "phrase": "laptop"}, {"bbox": [1046.651611328125, 270.1075744628906, 1112.549560546875, 340.9149475097656], "phrase": "laptop"}, {"bbox": [212.09527587890625, 352.76220703125, 358.3515625, 450.0071716308594], "phrase": "laptop"}, {"bbox": [843.3944091796875, 187.7213134765625, 953.3887329101562, 264.37420654296875], "phrase": "laptop"}, {"bbox": [1050.6248779296875, 104.93025970458984, 1209.373291015625, 171.0934600830078], "phrase": "laptop"}, {"bbox": [466.17791748046875, 150.8195037841797, 508.590087890625, 171.8319091796875], "phrase": "laptop"}, {"bbox": [641.3915405273438, 295.5871887207031, 687.2461547851562, 339.8161315917969], "phrase": "laptop"}, {"bbox": [0.8543777465820312, 1.5383541584014893, 583.4432373046875, 155.36801147460938], "phrase": "poster"}]}
2375207	{"width": 1329, "height": 990, "boxes": [{"bbox": [25.98824119567871, 53.45759963989258, 1252.2120361328125, 699.2702026367188], "phrase": "bar graph"}, {"bbox": [11.789505004882812, 10.500786781311035, 1324.4874267578125, 977.4354248046875], "phrase": "graph"}]}
2634152	{"width": 825, "height": 1100, "boxes": [{"bbox": [483.2633972167969, 169.40052795410156, 660.5148315429688, 434.3993225097656], "phrase": "paint"}, {"bbox": [292.6773986816406, 353.9784851074219, 769.62744140625, 750.6143798828125], "phrase": "salad"}]}
2822589	{"width": 448, "height": 560, "boxes": [{"bbox": [255.35765075683594, 365.9714660644531, 297.66082763671875, 380.54388427734375], "phrase": "book"}, {"bbox": [293.1414794921875, 348.5982971191406, 314.07257080078125, 377.5391540527344], "phrase": "vase"}]}
2919122	{"width": 740, "height": 1061, "boxes": [{"bbox": [356.7435302734375, 210.39808654785156, 412.1664123535156, 504.5184631347656], "phrase": "sleeve"}, {"bbox": [145.44302368164062, 291.3087158203125, 213.5128173828125, 420.3851013183594], "phrase": "sleeve"}, {"bbox": [77.91043090820312, 56.765869140625, 671.3319702148438, 1008.8660278320312], "phrase": "woman"}]}
3074763	{"width": 1000, "height": 741, "boxes": [{"bbox": [735.47509765625, 29.723628997802734, 814.1146240234375, 139.79815673828125], "phrase": "advertisement"}, {"bbox": [948.9248046875, 16.851167678833008, 999.0, 136.30943298339844], "phrase": "advertisement"}, {"bbox": [741.3292846679688, 150.09005737304688, 820.3431396484375, 261.9309387207031], "phrase": "advertisement"}, {"bbox": [956.3839721679688, 145.0305938720703, 999.0, 263.75531005859375], "phrase": "advertisement"}, {"bbox": [758.3727416992188, 407.3136291503906, 833.565673828125, 460.14385986328125], "phrase": "advertisement"}, {"bbox": [529.90673828125, 276.11334228515625, 601.2813110351562, 342.9148864746094], "phrase": "advertisement"}, {"bbox": [38.026466369628906, 254.10606384277344, 194.15281677246094, 326.6302490234375], "phrase": "advertisement"}, {"bbox": [795.2130737304688, 351.3792724609375, 831.3084106445312, 400.2784729003906], "phrase": "advertisement"}, {"bbox": [532.8587646484375, 119.16389465332031, 709.3302612304688, 274.38409423828125], "phrase": "advertisement"}, {"bbox": [973.4796752929688, 358.6985168457031, 999.0, 409.8052673339844], "phrase": "advertisement"}, {"bbox": [353.3121337890625, 82.40982818603516, 479.5215148925781, 249.90040588378906], "phrase": "advertisement"}, {"bbox": [819.2788696289062, 22.78510284423828, 957.410888671875, 247.73422241210938], "phrase": "advertisement"}, {"bbox": [978.4863891601562, 419.3155212402344, 999.0, 470.9973449707031], "phrase": "advertisement"}, {"bbox": [0.15482492744922638, 251.73599243164062, 38.81401443481445, 312.22698974609375], "phrase": "advertisement"}, {"bbox": [584.0468139648438, 260.7416687011719, 714.1279907226562, 459.5245056152344], "phrase": "backpack"}, {"bbox": [720.1904907226562, 264.02398681640625, 804.3406372070312, 408.5095520019531], "phrase": "camera"}]}
3225800	{"width": 1537, "height": 1024, "boxes": [{"bbox": [740.9502563476562, 531.0313720703125, 808.7078247070312, 561.428955078125], "phrase": "appliance"}, {"bbox": [647.4713134765625, 582.1784057617188, 736.0007934570312, 657.3711547851562], "phrase": "dish towel"}, {"bbox": [385.10498046875, 248.38877868652344, 449.2342529296875, 689.213623046875], "phrase": "double door"}, {"bbox": [248.0430908203125, 126.8421401977539, 333.7231750488281, 342.9013671875], "phrase": "flower"}, {"bbox": [248.68801879882812, 115.4509048461914, 334.1493225097656, 270.94708251953125], "phrase": "flower"}, {"bbox": [94.44132995605469, 290.8337707519531, 136.79884338378906, 359.9054260253906], "phrase": "fruit"}, {"bbox": [406.2989807128906, 687.9046020507812, 466.64276123046875, 750.3760375976562], "phrase": "fruit"}, {"bbox": [260.08782958984375, 388.5128173828125, 294.82757568359375, 444.68756103515625], "phrase": "fruit"}, {"bbox": [450.61749267578125, 693.2080688476562, 524.5729370117188, 758.8735961914062], "phrase": "fruit"}, {"bbox": [225.3221893310547, 327.6708984375, 256.8887939453125, 368.5928955078125], "phrase": "fruit"}, {"bbox": [295.9537658691406, 435.9617919921875, 313.6718444824219, 473.4600830078125], "phrase": "fruit"}, {"bbox": [291.5496826171875, 393.1979064941406, 312.5694274902344, 431.1778869628906], "phrase": "fruit"}, {"bbox": [143.47222900390625, 267.928955078125, 184.7707977294922, 324.40948486328125], "phrase": "fruit"}, {"bbox": [175.88641357421875, 245.8585662841797, 216.740478515625, 296.7333679199219], "phrase": "fruit"}, {"bbox": [249.97933959960938, 322.3210144042969, 274.21240234375, 355.9023742675781], "phrase": "fruit"}, {"bbox": [46.48957443237305, 90.89502716064453, 176.0808563232422, 210.33685302734375], "phrase": "fruit"}, {"bbox": [180.58950805664062, 295.224609375, 209.71603393554688, 346.0863037109375], "phrase": "fruit"}, {"bbox": [201.09423828125, 327.3343200683594, 227.9139862060547, 365.2601623535156], "phrase": "fruit"}, {"bbox": [1503.0269775390625, 423.58740234375, 1530.09130859375, 502.50457763671875], "phrase": "handle"}, {"bbox": [1505.1412353515625, 309.11676025390625, 1532.6864013671875, 388.97467041015625], "phrase": "handle"}, {"bbox": [394.2481689453125, 586.3239135742188, 418.9051513671875, 604.9121704101562], "phrase": "handle"}, {"bbox": [1052.3955078125, 383.9730224609375, 1087.190673828125, 729.266845703125], "phrase": "handle"}, {"bbox": [1139.191162109375, 182.75865173339844, 1183.1904296875, 233.0415802001953], "phrase": "handle"}, {"bbox": [1015.9124145507812, 389.42181396484375, 1063.1798095703125, 724.2162475585938], "phrase": "handle"}, {"bbox": [0.4415714740753174, 1.177490234375, 1535.906005859375, 1023.0], "phrase": "kitchen"}, {"bbox": [458.0376892089844, 168.1510467529297, 565.7972412109375, 235.63685607910156], "phrase": "vent"}, {"bbox": [1.1107537746429443, 0.511871337890625, 454.9884338378906, 1023.0], "phrase": "wall"}, {"bbox": [79.8097152709961, 2.4518280029296875, 187.84283447265625, 149.48719787597656], "phrase": "window"}]}
3454173	{"width": 973, "height": 615, "boxes": [{"bbox": [386.3955078125, 337.05572509765625, 435.3465576171875, 442.1068115234375], "phrase": "bottle"}, {"bbox": [334.8760986328125, 29.989295959472656, 693.9717407226562, 197.85813903808594], "phrase": "mountain"}, {"bbox": [211.4868927001953, 414.5987243652344, 370.7388916015625, 507.5109558105469], "phrase": "shorts"}, {"bbox": [620.5490112304688, 362.2261657714844, 792.1148071289062, 508.2183837890625], "phrase": "shorts"}, {"bbox": [438.7861022949219, 474.1167297363281, 512.8948974609375, 558.1875610351562], "phrase": "shorts"}, {"bbox": [397.7508850097656, 276.7713317871094, 559.2238159179688, 377.76617431640625], "phrase": "shorts"}]}
3599266	{"width": 700, "height": 700, "boxes": [{"bbox": [348.3991394042969, 418.0713195800781, 506.6566162109375, 529.3472900390625], "phrase": "ankle"}, {"bbox": [352.97369384765625, 399.1746520996094, 510.3125915527344, 450.9111328125], "phrase": "ankle"}, {"bbox": [467.81524658203125, 606.8424682617188, 699.0, 635.4287109375], "phrase": "shadow"}]}
